機構名稱,機構代碼,地址,行政區,電話,家庭醫學科,內科,外科,整形外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,神經科,神經外科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,職業醫學科,西醫一般科,口腔病理科,口腔顏面外科,齒顎矯正科,牙科一般科,牙科,中醫一般科,中醫,中醫內科,中醫外科,中醫婦科,中醫兒科,傷科,中醫眼科,針灸科,痔科
河堤診所,3507300711,高雄市左營區裕誠路190號1樓,左營區,07-5575658,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
星和診所,3507300720,高雄市左營區文自路21號2、3樓,左營區,07-3431638,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
宗禾診所,3507300748,高雄市左營區博愛四路80號1樓,左營區,07-3500980,無,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
清泰診所,3507300793,高雄市左營區果峰街12巷40號1樓,左營區,07-5880625,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
寬福診所,3507300800,高雄市左營區明誠二路200號1.2樓,左營區,5580809,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
振亮診所,3507300819,高雄市左營區左營大路156號1樓,左營區,07-5879799,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
博愛美診所,3507300828,高雄市左營區博愛二路326號1樓,左營區,07-5573118,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
健宏診所,3507300846,高雄市左營區華夏路328號1樓,左營區,07-5503622,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
董永豪診所,3507300855,高雄市左營區?後街4號1樓,左營區,07-5850268,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
艾蕾雅時尚醫美診所,3507300864,高雄市左營區新榮街35號1-3樓,左營區,07-5502735,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
生髮診所,3507300891,高雄市左營區明誠二路180號2樓,左營區,07-5566699,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
文愛診所,3507300908,高雄市左營區重愛路303號1-2樓,左營區,07-3430123,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
虹昇診所,3507300917,高雄市左營區自由二路94號1樓,左營區,07-5581202,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
極光美學診所,3507300926,高雄市左營區明華一路120號2樓,左營區,07-5566620,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
四季康和診所,3507300935,高雄市左營區華夏路921號1樓,左營區,07-3432349,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
林政賢皮膚科診所,3507300944,高雄市左營區華夏路718號1-2樓,左營區,07-3454189,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
晴美自由診所,3507300953,高雄市左營區自由三路337號1-5樓,左營區,07-3504992,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
群欣外科診所,3507300962,高雄市左營區高鐵路392號1-3樓,左營區,07-3590201,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
育濰小兒科診所,3507300999,高雄市左營區重上街168號1樓,左營區,07-3414005,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
聖博診所,3507301030,高雄市左營區博愛三路201號3樓,左營區,07-3496666,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
彤曜時尚診所,3507301067,高雄市左營區明華一路169號1-3樓,左營區,07-5571988,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
宇辰診所,3507301085,高雄市左營區維新街156號1樓?2樓,左營區,07-5509343,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
微爵形象美學診所,3507301094,高雄市左營區裕誠路360號1-2樓,左營區,07-5565801,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
吳唯銘皮膚專科診所,3507301101,高雄市左營區博愛三路392號1-2樓,左營區,07-3454031,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
豐田診所,3507301129,高雄市左營區自由二路309號1樓,左營區,07-5506000,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
米蘭時尚診所,3507301138,高雄市左營區博愛二路458號1、2、3樓,左營區,07-5589766,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
大安診所,3507301147,高雄市左營區自由三路376號1樓,左營區,07-3507058,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
英沛爾診所,3507301156,高雄市左營區重立路539號1樓,左營區,07-3456613,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
雅得麗生活診所,3507301165,高雄市左營區富民路158號1-2樓,左營區,07-5565559,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
佳醫美人診所,3507301174,高雄市左營區自由二路220號1-3樓,左營區,07-5582658,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
首善美醫診所,3507301183,高雄市左營區忠言路37號1-2樓,左營區,07-5509111,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
中馨診所,3507301192,高雄市左營區文川路128號1樓,左營區,07-3488226,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
偉仁健康診所,3507301218,高雄市左營區新莊一路160號1樓,左營區,07-5525333,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
雅典娜整形外科診所,3507301227,高雄市左營區博愛三路10號1+2樓,左營區,07-3420177,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
法易診所,3507301236,高雄市左營區博愛三路253號1-2樓,左營區,07-3453330,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蔡昌學復健科診所,3502033028,高雄市左營區崇德路287-289號1.2樓,左營區,3502290/09603045655,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
蔡佳祝皮膚科診所,3502033037,高雄市左營區崇德路287.289號1.2樓,左營區,3502270/0963045655,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
心晴診所,3502033046,高雄市左營區民族一路1032號1樓,左營區,3463099,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
劉慶鴻眼科診所,3502033055,高雄市左營區自由二路226號1樓,左營區,5508375,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
鄭倩寧家醫科診所,3502033064,高雄市左營區自由二路226號1樓,左營區,5508375,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
恩欣小兒科診所,3502033082,高雄市左營區自由四路324號1樓,左營區,3451966,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陽光診所,3502033091,高雄市左營區自由三路176號1樓,左營區,3412598,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
陳銀旺骨科診所,3502033135,高雄市左營區自由三路531號1樓,左營區,3502651,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
德明眼科診所,3502033153,高雄市左營區博愛二路668號1、2、3樓,左營區,5570011,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
張聖明眼科診所,3502033162,高雄市左營區華夏路726號1樓,左營區,07-3506595,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
親子診所,3502033171,高雄市左營區民族一路1030號1樓,左營區,07-3463877,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
河堤美先皮膚科診所,3502033224,高雄市左營區明誠二路180號1樓、180號2樓,左營區,07-9745111,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
東陽診所,3502033260,高雄市左營區華夏路626號1.2樓,左營區,3457778,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
許英哲張漢明耳鼻喉科診所,3502033288,高雄市左營區華夏路1139號1樓,左營區,3592268,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
福山診所,3502033297,高雄市左營區重愛路218號1-2樓,左營區,07-3482323,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
永霖小兒科診所,3502033304,高雄市左營區孟子路415號1樓,左營區,3498118,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
裕生診所,3502033313,高雄市左營區富民路340.342.346號2樓,左營區,07-5563707,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
臻明眼科診所,3502033377,高雄市左營區富民路299號1樓、2樓,左營區,07-5569898,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
麥格彰婦產科診所,3502033411,高雄市左營區博愛二路206號1樓,左營區,5577556,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
富誠診所,3502033420,高雄市左營區富國路355號1樓,左營區,07-5560925,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
榮生骨科診所,3502033439,高雄市左營區實踐路51號1樓、53號1樓,左營區,5828181,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
耕心療癒診所,3502033448,高雄市左營區曾子路332號1樓,左營區,3592011,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
尚禾診所,3502033475,高雄市左營區博愛二路6號1-5樓,左營區,07-5583218,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
林政鋒骨外科診所,3502033484,高雄市左營區華夏路773號1樓、775號1樓,左營區,07-3592259,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
童童兒科診所,3502033528,高雄市左營區自由四路147-1號1樓,左營區,07-3456933,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
吳崇敏診所,3502033555,高雄市左營區民族一路1028-11號1樓,左營區,3100099,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
楊東穎診所,3502033573,高雄市左營區自由三路327號1樓,左營區,73505726,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
健志耳鼻喉科診所,3502033582,高雄市左營區新庄仔路201號1樓,左營區,07-3432201,無,無,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
林淳生診所,3502033591,高雄市左營區左營大路471號1樓,左營區,07-5889564/0929989169,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
睛華眼科診所,3502033617,高雄市左營區自由四路185號1.2.3樓,左營區,07-3503939,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
心方診所,3502033635,高雄市左營區華夏路728號1樓,左營區,07-3450697,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
良生診所,3502030043,高雄市左營區左營大路１１１號1樓,左營區,07 5832509,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
德仁診所,3502030072,高雄市左營區勝利路１９０號,左營區,07 5819228,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
